meteorite_name,id,recclass,mass (g),fall,year,reclat,reclong,geometry,continent,country
McLean,15464,H6,4300,Found,1939,35.23333,-100.6,POINT (-100.6 35.23333),North America,United States of America
Meadow (a),15465,H5,1495,Found,1975,33.33139,-102.26889,POINT (-102.26889 33.33139),North America,United States of America
Mejillones,15472,"Iron, IIAB",14830,Found,1875,-23.1,-70.5,POINT (-70.5 -23.1),,
Mellenbye,15473,LL6,1181.6,Found,1929,-28.85,116.28333,POINT (116.28333 -28.85),Oceania,Australia
Melnikovo,15474,LL6,545.6,Found,1983,49.78333,35.6,POINT (35.6 49.78333),Europe,Ukraine
Melrose (a),15475,L5,36400,Found,1933,34.38333,-103.61667,POINT (-103.61667 34.38333),North America,United States of America
Melrose (b),15476,Howardite,50.5,Found,1971,34.39833,-103.605,POINT (-103.605 34.39833),North America,United States of America
Melvern Lake,15477,H5,7746,Found,1950,38.525,-95.78056,POINT (-95.78056 38.525),North America,United States of America
Menindee Lakes 001,15479,L6,747,Found,1969,-33.16667,141.75,POINT (141.75 -33.16667),Oceania,Australia
Menindee Lakes 002,15480,H5,270,Found,1969,-32.91667,141.88333,POINT (141.88333 -32.91667),Oceania,Australia
Menindee Lakes 004,15482,L6,158.5,Found,1969,-33.13333,141.71667,POINT (141.71667 -33.13333),Oceania,Australia
Mercedes,34496,H5,3301,Found,1994,-34.66667,-59.33333,POINT (-59.33333 -34.66667),South America,Argentina
Merceditas,15487,"Iron, IIIAB",42900,Found,1884,-26.33333,-70.28333,POINT (-70.28333 -26.33333),South America,Chile
Mereta,15488,H4,1417.5,Found,1941,31.42611,-100.13333,POINT (-100.13333 31.42611),North America,United States of America
Meridiani Planum,32789,"Iron, IAB complex",,Found,2005,-1.94617,354.47333,POINT (354.47333 -1.94617),,
Mertzon,15490,"Iron, IAB-ung",3720,Found,1943,31.26667,-100.83333,POINT (-100.83333 31.26667),North America,United States of America
Merweville,15493,L5,6970,Found,1977,-32.75833,21.68333,POINT (21.68333 -32.75833),Africa,South Africa
Mesa Verde Park,15494,"Iron, IAB-ung",3500,Found,1922,37.16667,-108.5,POINT (-108.5 37.16667),North America,United States of America
Metameur 001,44719,LL6,748,Found,2005,33.35,10.4,POINT (10.4 33.35),Africa,Tunisia
Metameur 002,44720,H4,17,Found,2005,33.35,10.43333,POINT (10.43333 33.35),Africa,Tunisia
Metameur 003,44721,L4,126,Found,2005,33.40333,10.45833,POINT (10.45833 33.40333),Africa,Tunisia
Metameur 004,54852,H6,10,Found,2010,33.25027,10.38917,POINT (10.38917 33.25027),Africa,Tunisia
Meteorite Hills 001000,15496,L5,16.3,Found,2000,-79.68333,159.75,POINT (159.75 -79.68333),Antarctica,Antarctica
Meteorite Hills 001012,15508,CM2,7.1,Found,2000,-79.68333,155.75,POINT (155.75 -79.68333),Antarctica,Antarctica
Metsäkylä,16625,H4,1200,Found,1938,60.65,27.06667,POINT (27.06667 60.65),Europe,Finland
Miami,16630,H5,57700,Found,1930,35.66667,-100.6,POINT (-100.6 35.66667),North America,United States of America
Midland,16633,Iron,34,Found,1960,44.75,-79.88333,POINT (-79.88333 44.75),North America,Canada
Miles,16641,"Iron, IIE",265000,Found,1992,-27.83333,150.33333,POINT (150.33333 -27.83333),Oceania,Australia
Millarville,16642,"Iron, IVA",15636,Found,1977,50.79722,-114.30944,POINT (-114.30944 50.79722),North America,Canada
Millen,16644,H4,40800,Found,1975,32.83528,-81.87389,POINT (-81.87389 32.83528),North America,United States of America
Miller (Kansas),16646,H4,970,Found,1950,38.625,-96.02278,POINT (-96.02278 38.625),North America,United States of America
Miller Butte 01001,16647,L5,6260,Found,2001,-72.68417,161.31583,POINT (161.31583 -72.68417),Antarctica,Antarctica
Miller Butte 03001,16648,H6,41.3,Found,2003,-72.70225,160.33747,POINT (160.33747 -72.70225),Antarctica,Antarctica
Miller Butte 03002,16649,"Iron, IID",82.7,Found,2003,-72.69358,160.26831,POINT (160.26831 -72.69358),Antarctica,Antarctica
Miller Butte 03003,16650,H3,11.7,Found,2003,-72.67,160.24272,POINT (160.24272 -72.67),Antarctica,Antarctica
Miller Butte 09001,55371,H5,0.1,Found,2009,-71.90355,160.48982,POINT (160.48982 -71.90355),Antarctica,Antarctica
Miller Range 03346,16651,Martian (nakhlite),715.2,Found,2003,-83.25,157,POINT (157 -83.25),Antarctica,Antarctica
Northwest Africa 050,17060,H5,1145,Found,,29.91667,-5.58333,POINT (-5.58333 29.91667),Africa,Morocco
Millrose,16686,L6,7464,Found,1984,-26.33333,121,POINT (121 -26.33333),Oceania,Australia
Mills,16687,H6,88000,Found,1970,36.23,-104.11889,POINT (-104.11889 36.23),North America,United States of America
Milly Milly,16688,"Iron, IIIAB",26500,Found,1921,-26.11667,116.66667,POINT (116.66667 -26.11667),Oceania,Australia
Milnesand (stone),16690,L6,34,Found,1981,33.63333,-103.33333,POINT (-103.33333 33.63333),North America,United States of America
Milton,16691,"Pallasite, ungrouped",2040,Found,2000,40.2875,-95.37667,POINT (-95.37667 40.2875),North America,United States of America
Minas Gerais,16693,L6,1224,Found,1888,-18.5,-44,POINT (-44 -18.5),South America,Brazil
Mincy,16694,Mesosiderite-B4,89400,Found,1857,36.55,-93.1,POINT (-93.1 36.55),North America,United States of America
Minqar Abd el Nabi,44722,H6,362,Found,1992,29.90889,29.90833,POINT (29.90833 29.90889),Africa,Egypt
Mission,16704,L,12000,Found,1949,43.31667,-100.76667,POINT (-100.76667 43.31667),North America,United States of America
Misteca,16705,"Iron, ungrouped",10000,Found,1804,16.8,-97.1,POINT (-97.1 16.8),North America,Mexico
Moama,16708,Eucrite-cm,3416,Found,1940,-35.95,144.51667,POINT (144.51667 -35.95),Oceania,Australia
Moapa Valley,48952,CM1,698.8,Found,2004,36.55722,-114.42694,POINT (-114.42694 36.55722),North America,United States of America
Moctezuma,16710,"Iron, IAB-sLL",1700,Found,1889,29.8,-109.66667,POINT (-109.66667 29.8),North America,Mexico
Mohawk,34059,"Iron, IAB complex",586,Found,2000,32.73,-113.71,POINT (-113.71 32.73),North America,United States of America
Mokrousovo,16714,L/LL4/5,789.2,Found,1968,55.9,66.7,POINT (66.7 55.9),Europe,Russia
Molong,16716,"Pallasite, PMG",104000,Found,1912,-33.28333,148.88333,POINT (148.88333 -33.28333),Oceania,Australia
Monahans (1938),16718,"Iron, IIF",27900,Found,1938,31.48333,-102.88333,POINT (-102.88333 31.48333),North America,United States of America
Mont Dieu,16722,"Iron, ungrouped",360000,Found,1994,49.55,4.86667,POINT (4.86667 49.55),Europe,France
Monte Colina,16724,L3,116.8,Found,1963,-29.4,139.98333,POINT (139.98333 -29.4),Oceania,Australia
Monticello,16728,Howardite,210,Found,1982,36.95,-84.9,POINT (-84.9 36.95),North America,United States of America
Monturaqui,16731,"Iron, IAB?",2000,Found,1965,-23.93333,-68.28333,POINT (-68.28333 -23.93333),South America,Chile
Monument Draw,16732,Acapulcoite,524.5,Found,1985,32.50333,-102.74333,POINT (-102.74333 32.50333),North America,United States of America
Moonbi,16734,"Iron, IIIF",13200,Found,1892,-30.91667,151.28333,POINT (151.28333 -30.91667),Oceania,Australia
Moorabie,16735,L3.8-an,14040,Found,1965,-30.01667,141.06667,POINT (141.06667 -30.01667),Oceania,Australia
Moorumbunna,16739,"Iron, IIIAB",77000,Found,1943,-28.91667,136.25,POINT (136.25 -28.91667),Oceania,Australia
Morasko,16741,"Iron, IAB-MG",290000,Found,1914,52.46667,16.9,POINT (16.9 52.46667),Europe,Poland
Morden,16743,"Iron, IAB?",2426,Found,1922,-30.5,142.33333,POINT (142.33333 -30.5),Oceania,Australia
Moriarty,16744,L,330,Found,1975,34.98333,-106.05,POINT (-106.05 34.98333),North America,United States of America
Morito,16745,"Iron, IIIAB",10100000,Found,1600,27.05,-105.43333,POINT (-105.43333 27.05),North America,Mexico
Morland,16746,H6,295000,Found,1890,39.33333,-100.06667,POINT (-100.06667 39.33333),North America,United States of America
Morokweng,48656,LL6,750,Found,2004,-26.37247,23.52395,POINT (23.52395 -26.37247),Africa,South Africa
Morradal,16748,"Iron, ungrouped",2750,Found,1892,62,7.66667,POINT (7.66667 62),Europe,Norway
Morrill,16749,"Iron, IAB-an",1387,Found,1920,42.18333,-103.93333,POINT (-103.93333 42.18333),North America,United States of America
Morristown,16750,Mesosiderite-A3,16300,Found,1887,36.2,-83.38333,POINT (-83.38333 36.2),North America,United States of America
Morro do Rocio,16751,H5,369,Found,1928,-27,-51,POINT (-51 -27),South America,Brazil
Morro la Mina,16752,H5,1430,Found,1986,-24.24667,-68.85333,POINT (-68.85333 -24.24667),South America,Chile
Morrow County,51707,L6,18200,Found,1999,45.5,-119.5,POINT (-119.5 45.5),North America,United States of America
Morton,16753,H6,6400,Found,1980,33.71667,-102.76667,POINT (-102.76667 33.71667),North America,United States of America
Morven,16754,H4/5,7100,Found,1925,-44.81667,171.13333,POINT (171.13333 -44.81667),Oceania,New Zealand
Mosca,16755,L6,6220,Found,1942,37.63333,-105.83333,POINT (-105.83333 37.63333),North America,United States of America
Moshesh,16756,H,200000,Found,,-30.1,28.71667,POINT (28.71667 -30.1),Africa,Lesotho
Mosquero,16757,H4,1800,Found,1963,35.75,-103.93333,POINT (-103.93333 35.75),North America,United States of America
Mossgiel,16758,L4,32383,Found,1967,-33.31667,144.78333,POINT (144.78333 -33.31667),Oceania,Australia
Motpena (a),16760,L6,8810,Found,1968,-31.1,138.26667,POINT (138.26667 -31.1),Oceania,Australia
Mount Ayliff,16763,"Iron, IAB-MG",13600,Found,1907,-30.81667,29.35,POINT (29.35 -30.81667),Africa,South Africa
Mount Baldr A76001,16764,H6,4108,Found,1976,-77.58389,160.32639,POINT (160.32639 -77.58389),Antarctica,Antarctica
Mount Baldr A76002,16765,H6,13773,Found,1976,-77.58389,160.37361,POINT (160.37361 -77.58389),Antarctica,Antarctica
Mount DeWitt 03001,16768,LL6,725.2,Found,2004,-77.20919,159.76117,POINT (159.76117 -77.20919),Antarctica,Antarctica
Mount DeWitt 96600,16769,H6,1644.4,Found,1996,-77.2,159.83333,POINT (159.83333 -77.2),Antarctica,Antarctica
Mount Dooling,16771,"Iron, IC",734000,Found,1909,-29.45,119.71667,POINT (119.71667 -29.45),Oceania,Australia
Mount Dyrring,16772,Pallasite,11300,Found,1903,-32.33333,151.2,POINT (151.2 -32.33333),Oceania,Australia
Mount Edith,16773,"Iron, IIIAB",326000,Found,1913,-22.5,116.16667,POINT (116.16667 -22.5),Oceania,Australia
Mount Egerton,16774,Aubrite-an,22000,Found,1941,-24.76667,117.7,POINT (117.7 -24.76667),Oceania,Australia
Mount Howe 88400,16775,H6,2104.2,Found,1988,-87.36667,-149.5,POINT (-149.5 -87.36667),Antarctica,Antarctica
Mount Joy,16779,"Iron, IIAB",384000,Found,1887,39.78333,-77.21667,POINT (-77.21667 39.78333),North America,United States of America
Mount Leake,45812,L5,3667,Found,1998,-25.87667,119.07333,POINT (119.07333 -25.87667),Oceania,Australia
Mount Magnet,16780,"Iron, IAB-sHH",16600,Found,1916,-28.16667,118.5,POINT (118.5 -28.16667),Oceania,Australia
Mount Margaret,16781,L5,850,Found,1972,-28.83333,122.18333,POINT (122.18333 -28.83333),Oceania,Australia
Mount Moroto,52858,L6,752,Found,1995,2.5,34.75,POINT (34.75 2.5),Africa,Uganda
Mount Morris (New York),16782,H,12.5,Found,1897,42.7,-77.88333,POINT (-77.88333 42.7),North America,United States of America
Mount Morris (Wisconsin),16783,"Iron, IAB-an",676,Found,1937,44,-89.25,POINT (-89.25 44),North America,United States of America
Mount Ouray,16784,"Iron, IID",900,Found,1898,38.41667,-106.21667,POINT (-106.21667 38.41667),North America,United States of America
Mount Padbury,16785,Mesosiderite-A1,272000,Found,1964,-25.66667,118.1,POINT (118.1 -25.66667),Oceania,Australia
Mount Prestrud 95400,16786,H5,2431.8,Found,1995,-86.56667,-165.11667,POINT (-165.11667 -86.56667),Antarctica,Antarctica
Mount Sir Charles,16803,"Iron, IVA",22900,Found,1942,-23.83333,134.03333,POINT (134.03333 -23.83333),Oceania,Australia
Mount Vernon,16806,"Pallasite, PMG",159000,Found,1868,36.93333,-87.4,POINT (-87.4 36.93333),North America,United States of America
Mount Walton 01001,16807,H4/5,271.6,Found,2001,-72.45,160.335,POINT (160.335 -72.45),Antarctica,Antarctica
Mount Walton 03001,16808,L6,140.3,Found,2003,-72.44867,160.33969,POINT (160.33969 -72.44867),Antarctica,Antarctica
Mount Wegener,16809,"Iron, IIIAB",3480,Found,1988,-80.7,-23.58333,POINT (-23.58333 -80.7),Antarctica,Antarctica
Mount Wisting 95300,16810,H3.3,2733,Found,1995,-86.45,-165.43333,POINT (-165.43333 -86.45),Antarctica,Antarctica
Mrirt,16819,Iron,79900,Found,1937,33.13333,-5.56667,POINT (-5.56667 33.13333),Africa,Morocco
Muckera 001,16821,Howardite,513,Found,1950,-30.08333,130.03333,POINT (130.03333 -30.08333),Oceania,Australia
Muckera 002,16822,Howardite,98,Found,1991,-30.05,130.21667,POINT (130.21667 -30.05),Oceania,Australia
Muckera 003,16823,L6,104,Found,1991,-30.1755,130.089,POINT (130.089 -30.1755),Oceania,Australia
Muckera 004,16824,H5,48,Found,1991,-30.36667,130.08333,POINT (130.08333 -30.36667),Oceania,Australia
Muckera 005,16825,L6,1200,Found,1991,-30.3695,130.05533,POINT (130.05533 -30.3695),Oceania,Australia
Muckera 008,16828,L5,,Found,1991,-30.35,130.03333,POINT (130.03333 -30.35),Oceania,Australia
Muckera 013,16833,L6,73,Found,1991,-30.28583,129.957,POINT (129.957 -30.28583),Oceania,Australia
Muckera 014,16834,L5/6,54,Found,1991,-30.06667,129.8475,POINT (129.8475 -30.06667),Oceania,Australia
Muckera 015,16835,H4/5,40,Found,1990,-30.06,130.025,POINT (130.025 -30.06),Oceania,Australia
Muckera 016,16836,L4,538,Found,1991,-30.21333,129.87333,POINT (129.87333 -30.21333),Oceania,Australia
Muckera 017,16837,L5,472,Found,1991,-30.21083,129.96833,POINT (129.96833 -30.21083),Oceania,Australia
Muckera 018,16838,L6,432,Found,1991,-30.34533,130.1,POINT (130.1 -30.34533),Oceania,Australia
Muckera 019,16839,L4,37.7,Found,1993,-30.41667,129.85,POINT (129.85 -30.41667),Oceania,Australia
Mud Dry Lake,16840,H3,18255,Found,2002,37.8594,-117.02097,POINT (-117.02097 37.8594),North America,United States of America
Muenatauray,16842,"Iron, IIAB",30000,Found,1960,4.9,-61.2,POINT (-61.2 4.9),South America,Venezuela
Mughsayl,45979,L6,300,Found,2005,16.9245,53.785,POINT (53.785 16.9245),Asia,Oman
Mühlau,16843,OC,5,Found,1877,47.28333,11.41667,POINT (11.41667 47.28333),Europe,Austria
Muizenberg,16844,L6,4610,Found,1880,-34.1,18.46667,POINT (18.46667 -34.1),,
Mukinbudin,45813,H5,8200,Found,1938,-30.91667,118.2,POINT (118.2 -30.91667),Oceania,Australia
Mulberry Draw,16845,L5,9716,Found,1963,35.63333,-100.13333,POINT (-100.13333 35.63333),North America,United States of America
Muleshoe,16846,H4/6,3600,Found,1972,34.12167,-102.695,POINT (-102.695 34.12167),North America,United States of America
Mulga (north),16847,H6,19900,Found,1964,-30.18333,126.36667,POINT (126.36667 -30.18333),Oceania,Australia
Mulga (south),16848,H4,894,Found,1963,-30.2,126.36667,POINT (126.36667 -30.2),Oceania,Australia
Mundrabilla,16852,"Iron, IAB-ung",24000000,Found,1911,-30.78333,127.55,POINT (127.55 -30.78333),Oceania,Australia
Mundrabilla 002,16853,H5,251,Found,1971,-30.88333,127.55,POINT (127.55 -30.88333),Oceania,Australia
Mundrabilla 003,16854,H3,235,Found,1972,-30.85,127.53333,POINT (127.53333 -30.85),Oceania,Australia
Mundrabilla 004,16855,H5,9.2,Found,1975,-30.75833,127.525,POINT (127.525 -30.75833),Oceania,Australia
Mundrabilla 005,16856,H5,171,Found,1977,-30.475,127.51667,POINT (127.51667 -30.475),Oceania,Australia
Mundrabilla 006,16857,H6,24.6,Found,1982,-30.00833,127.70833,POINT (127.70833 -30.00833),Oceania,Australia
Mundrabilla 007,16858,L6,30.6,Found,1982,-30.01667,127.60833,POINT (127.60833 -30.01667),Oceania,Australia
Mundrabilla 008,16859,L6,57.1,Found,1982,-30.8,127.61667,POINT (127.61667 -30.8),Oceania,Australia
Mundrabilla 010,16861,L6,26.6,Found,1982,-30.01667,127.7,POINT (127.7 -30.01667),Oceania,Australia
Mundrabilla 011,16862,L5,89,Found,1989,-30.33333,127.61667,POINT (127.61667 -30.33333),Oceania,Australia
Mundrabilla 012,16863,CV2,30.6,Found,1992,-30.93333,127.5,POINT (127.5 -30.93333),Oceania,Australia
Mundrabilla 013,16864,H6,9.16,Found,1992,-30.12633,127.41033,POINT (127.41033 -30.12633),Oceania,Australia
Mundrabilla 014,16865,H4,1.8,Found,1992,-30.14267,127.39383,POINT (127.39383 -30.14267),Oceania,Australia
Mundrabilla 016,16867,L5/6,4.41,Found,1992,-30.12167,127.38683,POINT (127.38683 -30.12167),Oceania,Australia
Mundrabilla 017,16868,H5,40.59,Found,1992,-30.7845,127.69733,POINT (127.69733 -30.7845),Oceania,Australia
Mundrabilla 018,16869,Howardite,24,Found,1990,-30.5,127.5,POINT (127.5 -30.5),Oceania,Australia
Mundrabilla 019,16870,H4-5,50,Found,1991,-30.50583,127.43417,POINT (127.43417 -30.50583),Oceania,Australia
Mundrabilla 020,16871,Howardite,60,Found,1989,-30.83333,127.5,POINT (127.5 -30.83333),Oceania,Australia
Mundrabilla 021,54928,H4,13,Found,2010,-30.77972,127.52306,POINT (127.52306 -30.77972),Oceania,Australia
Mungindi,16872,"Iron, IAB-sLM",51300,Found,1897,-28.93333,148.95,POINT (148.95 -28.93333),Oceania,Australia
Muonionalusta,16873,"Iron, IVA",230000,Found,1906,67.8,23.1,POINT (23.1 67.8),Europe,Sweden
Murchison Downs,16876,"Iron, ungrouped",33,Found,1925,-26.66667,119,POINT (119 -26.66667),Oceania,Australia
Murfreesboro,16877,"Iron, ungrouped",8600,Found,1847,35.83333,-86.41667,POINT (-86.41667 35.83333),North America,United States of America
Murnpeowie,16878,"Iron, IC",1143000,Found,1909,-29.58333,139.9,POINT (139.9 -29.58333),Oceania,Australia
Muroc,16879,L,18.4,Found,1936,34.91667,-117.83333,POINT (-117.83333 34.91667),North America,United States of America
Murphy,16881,"Iron, IIAB",7700,Found,1899,35.1,-84.03333,POINT (-84.03333 35.1),North America,United States of America
Murzuq Idhån,16883,H4,35,Found,1997,23.8,12.31667,POINT (12.31667 23.8),Africa,Libya
Muslyumovo,16884,H4,10580,Found,1964,55.3,53.2,POINT (53.2 55.3),Europe,Russia
Mut,30757,H5,1800,Found,2003,25.59983,28.45217,POINT (28.45217 25.59983),Africa,Egypt
Myersville,16886,OC,5397,Found,1969,28.95,-97.40278,POINT (-97.40278 28.95),North America,United States of America
Myrtle Springs,16888,H4,52.99,Found,2002,-30.45383,137.99017,POINT (137.99017 -30.45383),Oceania,Australia
Nagy-Vázsony,16894,"Iron, IAB-sLL",2000,Found,1890,46.98333,17.7,POINT (17.7 46.98333),Europe,Hungary
Nahuel Niyeu,50766,H5,10540,Found,2005,-40.53333,-66.63333,POINT (-66.63333 -40.53333),South America,Argentina
Naifa,16895,Iron,8,Found,1932,19.93333,51.21667,POINT (51.21667 19.93333),Asia,Saudi Arabia
Naiman,16896,L6,1050,Found,1982,42.83333,120.66667,POINT (120.66667 42.83333),Asia,China
Nainital,16897,L,5000,Found,1980,29.36667,79.43333,POINT (79.43333 29.36667),Asia,India
Nallah,16900,H,4.62,Found,1968,-31.96667,126.25,POINT (126.25 -31.96667),Oceania,Australia
Namib Desert,16901,H4,1000,Found,1979,-24.75,15.36667,POINT (15.36667 -24.75),Africa,Namibia
Nantan,16906,"Iron, IAB-MG",9500000,Found,1958,25.1,107.7,POINT (107.7 25.1),Asia,China
Nardoo (no. 1),16910,H5,3180,Found,1944,-29.53333,143.98333,POINT (143.98333 -29.53333),Oceania,Australia
Nardoo (no. 2),16911,L6,1694,Found,1944,-29.5,144.06667,POINT (144.06667 -29.5),Oceania,Australia
Naretha,16913,L4,5500,Found,1915,-31,124.83333,POINT (124.83333 -31),Oceania,Australia
Narraburra,16915,"Iron, IIIAB",32200,Found,1855,-34.25,147.7,POINT (147.7 -34.25),Oceania,Australia
Naruna (a),16916,H4,672.3,Found,1935,30.95,-98.26667,POINT (-98.26667 30.95),North America,United States of America
Naruna (b),16917,H4,513.3,Found,1942,30.95,-98.28333,POINT (-98.28333 30.95),North America,United States of America
Naryilco,16918,LL6,27000,Found,1975,-28.6,141.15,POINT (141.15 -28.6),Oceania,Australia
Näs,16919,LL6,375,Found,1907,59.18333,12.21667,POINT (12.21667 59.18333),Europe,Sweden
Nashville (iron),16920,Iron,18000,Found,1934,35.96667,-77.96667,POINT (-77.96667 35.96667),North America,United States of America
Nashville (stone),16921,L6,25000,Found,1939,37.45,-98.41667,POINT (-98.41667 37.45),North America,United States of America
Navajo,16926,"Iron, IIAB",2184000,Found,1921,35.33333,-109.5,POINT (-109.5 35.33333),North America,United States of America
Naviska,48657,"Iron, IAB complex",147,Found,2004,32.5,-111.28,POINT (-111.28 32.5),North America,United States of America
Nazareth (a),16928,L6,44,Found,1938,34.5,-102.25,POINT (-102.25 34.5),North America,United States of America
Nazareth (c),16930,H5,222,Found,1970,34.58333,-102.08333,POINT (-102.08333 34.58333),North America,United States of America
Nazareth (iron),16933,"Iron, IIIAB",11310,Found,1968,34.52667,-102.105,POINT (-102.105 34.52667),North America,United States of America
Needles,16936,"Iron, IID",45300,Found,1962,34.44417,-114.8325,POINT (-114.8325 34.44417),North America,United States of America
Needmore,16937,OC,1793,Found,1976,34.04472,-102.79917,POINT (-102.79917 34.04472),North America,United States of America
Neenach,16938,L6,13800,Found,1948,34.8,-118.5,POINT (-118.5 34.8),North America,United States of America
Negrillos,16939,"Iron, IIAB",28500,Found,1936,-19.88333,-69.83333,POINT (-69.83333 -19.88333),South America,Chile
Nelson County,16942,"Iron, IIIF",73030,Found,1856,37.75,-85.5,POINT (-85.5 37.75),North America,United States of America
Nenntmannsdorf,16943,"Iron, IIAB",12500,Found,1872,50.96667,13.95,POINT (13.95 50.96667),Europe,Germany
Neptune Mountains,16944,"Iron, IAB complex",1070,Found,1964,-83.25,-55,POINT (-55 -83.25),Antarctica,Antarctica
Ness County (1894),16946,L6,82000,Found,1894,38.5,-99.6,POINT (-99.6 38.5),North America,United States of America
Ness County (1938),16947,H4,652,Found,1938,38.48333,-99.91667,POINT (-99.91667 38.48333),North America,United States of America
Netschaëvo,16949,"Iron, IIE-an",250000,Found,1846,54.23333,35.15,POINT (35.15 54.23333),Europe,Russia
New Almelo,16951,L5,8000,Found,1917,39.66667,-100,POINT (-100 39.66667),North America,United States of America
New Baltimore,16952,"Iron, ungrouped",20000,Found,1922,40,-78.85,POINT (-78.85 40),North America,United States of America
New Deal,52094,H6,266,Found,2010,33.721,-101.8389,POINT (-101.8389 33.721),North America,United States of America
New Leipzig,16955,"Iron, IAB-MG",20000,Found,1936,46.36667,-101.95,POINT (-101.95 46.36667),North America,United States of America
New Lynn,16956,L6,800,Found,1986,33.17,-101.63833,POINT (-101.63833 33.17),North America,United States of America
New Mexico,16957,Iron,130,Found,1935,34.5,-107,POINT (-107 34.5),North America,United States of America
New Moore (a),16958,OC,100.3,Found,1972,33.11667,-102.11667,POINT (-102.11667 33.11667),North America,United States of America
New Moore (b),16959,OC,200,Found,1975,33.11833,-102.11333,POINT (-102.11333 33.11833),North America,United States of America
New Raymer,30758,LL4,3400,Found,1995,40.62583,-103.84033,POINT (-103.84033 40.62583),North America,United States of America
New Westville,16961,"Iron, IVA",4800,Found,1941,39.8,-84.81667,POINT (-84.81667 39.8),North America,United States of America
Newport,16962,"Pallasite, PMG",5600,Found,1923,35.6,-91.26667,POINT (-91.26667 35.6),North America,United States of America
Newsom,16963,L6,892,Found,1939,37.6,-105.83333,POINT (-105.83333 37.6),North America,United States of America
Niagara,16969,"Iron, IAB-sLL",115,Found,1879,48,-97.93333,POINT (-97.93333 48),North America,United States of America
Nicolás Levalle,52413,L5,60000,Found,1956,-38.85028,-62.87889,POINT (-62.87889 -38.85028),South America,Argentina
Nieder Finow,16971,"Iron, IAB complex",287,Found,1950,52.83333,13.93333,POINT (13.93333 52.83333),Europe,Germany
Nilpena,16978,Ureilite-pmict,173,Found,1975,-31.08333,138.3,POINT (138.3 -31.08333),Oceania,Australia
Nimberrin,16979,L6,786,Found,1970,-31.51667,117.96667,POINT (117.96667 -31.51667),Oceania,Australia
Nochtuisk,16986,Iron,8,Found,1876,59.98333,117.58333,POINT (117.58333 59.98333),Europe,Russia
Nocoleche,16987,"Iron, IC-an",20000,Found,1895,-29.86667,144.21667,POINT (144.21667 -29.86667),Oceania,Australia
Noktat Addagmar,47710,LL5,779,Found,2006,25.7025,-10.78167,POINT (-10.78167 25.7025),Africa,Mauritania
Nora Creina,16990,L4,283.5,Found,1962,-37.31667,139.85,POINT (139.85 -37.31667),,
Norcateur,16991,L6,3200,Found,1940,39.81667,-100.2,POINT (-100.2 39.81667),North America,United States of America
Nordheim,16992,"Iron, ungrouped",15150,Found,1932,28.86667,-97.61667,POINT (-97.61667 28.86667),North America,United States of America
Norfolk,16993,"Iron, IIIAB",23000,Found,1907,36.9,-76.3,POINT (-76.3 36.9),North America,United States of America
Norin-Shibir,16995,"Iron, ungrouped",3.5,Found,1900,51.85,107.91667,POINT (107.91667 51.85),Europe,Russia
Norquín,16996,"Iron, IIIAB",19250,Found,1945,-37.71667,-70.61667,POINT (-70.61667 -37.71667),South America,Argentina
Norristown,16997,"Iron, IIIAB",4200,Found,1965,32.51667,-82.55,POINT (-82.55 32.51667),North America,United States of America
North Chile,17001,"Iron, IIAB",300000,Found,1875,-23,-69,POINT (-69 -23),South America,Chile
North East Reid,17002,H5,38.6,Found,1969,-30.03333,129.01667,POINT (129.01667 -30.03333),Oceania,Australia
North Forrest,17003,H5,608.9,Found,1969,-30.5,128.1,POINT (128.1 -30.5),Oceania,Australia
Northwest Africa 025,17035,L6,510,Found,1999,30.33333,-5.83333,POINT (-5.83333 30.33333),Africa,Morocco
North Haig,17004,Ureilite-pmict,964,Found,1961,-30.21667,126.21667,POINT (126.21667 -30.21667),Oceania,Australia
North Portugal,17005,Iron,,Found,1931,41,-8,POINT (-8 41),Europe,Portugal
North Reid,17006,LL5,308.7,Found,1969,-30,128.91667,POINT (128.91667 -30),Oceania,Australia
North West Forrest (E6),17007,EL6,4400,Found,1971,-30.6,127.81667,POINT (127.81667 -30.6),Oceania,Australia
North West Forrest (H),17008,H4,238.4,Found,1969,-30.76667,128.01667,POINT (128.01667 -30.76667),Oceania,Australia
Northampton,17009,Iron,353,Found,1963,42.31667,-72.63333,POINT (-72.63333 42.31667),North America,United States of America
Northbranch,17010,H5,76000,Found,1972,39.99167,-98.34167,POINT (-98.34167 39.99167),North America,United States of America
Northeast Africa 003,34271,Lunar (bas. breccia),124,Found,2000,30.46667,13.55,POINT (13.55 30.46667),Africa,Libya
Northwest Africa 009,17019,L5,4,Found,1999,31.5,-4.25,POINT (-4.25 31.5),Africa,Morocco
Northwest Africa 011,17021,Achondrite-ung,40,Found,1999,31.33333,-4.33333,POINT (-4.33333 31.33333),Africa,Morocco
Northwest Africa 032,17042,Lunar (basalt),300,Found,1999,30.36667,-5.05,POINT (-5.05 30.36667),Africa,Morocco
Northwest Africa 033,17043,C3-ung,192,Found,1999,30.9,-3.96667,POINT (-3.96667 30.9),Africa,Morocco
Northwest Africa 034,17044,L4,3500,Found,1999,32.05,-3.03333,POINT (-3.03333 32.05),Africa,Morocco
Northwest Africa 046,17056,H3.8,422,Found,1999,30.9,-3.98333,POINT (-3.98333 30.9),Africa,Morocco
